timestamp,btc_price,btc_holdings,cash_balance,total_value,total_invested,unrealized_pnl,realized_pnl,total_pnl,roi_percent,avg_cost,total_trades
2026-05-09T00:13:26.757531,80158.82,0.012826606336412,9000,10028.165628531317,1000,28.16562853131427,0,28.165628531314724,2.8165628531314724,77962.94466145796,2
2026-05-09T23:33:08.913063,80633.71,0.012826606336412,9000,10034.256855614412,1000,34.2568556144131,0,34.256855614412416,3.425685561441241,77962.94466145796,2
2026-05-10T23:37:42.440376,82336.97,0.012826606336412,9000,10056.10390112297,1000,56.10390112297023,0,56.103901122969546,5.610390112296955,77962.94466145796,2
2026-05-12T00:13:51.234874,81623.88,0.012826606336412,9000,10046.95737641054,1000,46.957376410538245,0,46.95737641053893,4.695737641053892,77962.94466145796,2
2026-05-13T00:16:16.015432,80480.77,0.012826606336412,9000,10032.295154441324,1000,32.29515444132221,0,32.295154441322666,3.2295154441322667,77962.94466145796,2
2026-05-14T07:35:55.466731,79895.34,0.012826606336412,9000,10024.786074293796,1000,24.78607429379622,0,24.786074293795537,2.478607429379554,77962.94466145796,2
2026-05-15T00:13:10.885854,81344.24,0.012826606336412,9000,10043.370544214624,1000,43.370544214623806,0,43.370544214623806,4.337054421462381,77962.94466145796,2
2026-05-16T00:06:39.822584,79084.43,0.012826606336412,9000,10014.384850949536,1000,14.384850949536371,0,14.384850949536483,1.4384850949536483,77962.94466145796,2
2026-05-16T23:37:12.790317,78207.1,0.012826606336412,9000,10003.131684412412,1000,3.1316844124121417,0,3.1316844124121417,0.3131684412412142,77962.94466145796,2
2026-05-18T00:13:34.412615,77030.78,0.012826606336412,9000,9988.043490846763,1000,-11.956509153236198,0,-11.956509153236766,-1.1956509153236765,77962.94466145796,2
2026-05-19T08:47:38.491540,77141.87,0.012826606336412,9000,9989.468398544675,1000,-10.53160145532422,0,-10.531601455324562,-1.0531601455324562,77962.94466145796,2
2026-05-20T08:43:29.640008,77430.85,0.012826606336412,9000,9993.175031243773,1000,-6.82496875622769,0,-6.824968756227463,-0.6824968756227463,77962.94466145796,2
2026-05-21T08:48:04.469279,77830.81,0.012826606336412,9000,9998.305160714084,1000,-1.694839285916487,0,-1.6948392859158048,-0.1694839285915804,77962.94466145796,2
2026-05-22T08:37:36.686736,77267.25,0.012826606336412,9000,9991.076598447136,1000,-8.923401552864789,0,-8.92340155286547,-0.8923401552865471,77962.94466145796,2
2026-05-23T06:46:02.057773,75335.63,0.012826606336412,9000,9966.300469115597,1000,-33.69953088440502,0,-33.69953088440525,-3.369953088440525,77962.94466145796,2
2026-05-24T00:15:11.829660,76588.08,0.012826606336412,9000,9982.365152221637,1000,-17.634847778365724,0,-17.63484777836493,-1.763484777836493,77962.94466145796,2
2026-05-25T11:39:34.212453,77428.63,0.012826606336412,9000,9993.146556177706,1000,-6.853443822294594,0,-6.853443822294139,-0.6853443822294139,77962.94466145796,2
2026-05-26T08:59:53.123333,76637.96,0.012826606336412,9000,9983.004943345695,1000,-16.995056654305472,0,-16.99505665430479,-1.699505665430479,77962.94466145796,2
2026-05-27T08:54:16.984270,75747.43,0.012826606336412,9000,9971.58246560493,1000,-28.417534395070675,0,-28.417534395070103,-2.8417534395070105,77962.94466145796,2
2026-05-28T11:04:54.018379,73293.73,0.012826606336412,9000,9940.109821637276,1000,-59.890178362724896,0,-59.89017836272433,-5.989017836272432,77962.94466145796,2
2026-05-28T22:41:37.346566,73406.61,0.012826606336412,9000,9941.557688960527,1000,-58.44231103947072,0,-58.44231103947095,-5.844231103947095,77962.94466145796,2
2026-05-29T22:37:41.598391,73363.97,0.012826606336412,9000,9941.010762466343,1000,-58.98923753365534,0,-58.98923753365489,-5.898923753365488,77962.94466145796,2
2026-05-30T22:01:55.424341,73801.0,0.012826606336412,9000,9946.616374233548,1000,-53.38362576645318,0,-53.383625766453406,-5.33836257664534,77962.94466145796,2
2026-05-31T21:59:31.115764,73767.32,0.012826606336412,9000,9946.184374132135,1000,-53.815625867863446,0,-53.81562586786277,-5.381562586786277,77962.94466145796,2
2026-06-01T23:02:12.747014,71281.51,0.0198340336482072,8500,9913.79986783502,1500,-86.20013216498,0,-86.20013216498046,-5.746675477665364,75627.58169141167,3
2026-06-02T23:02:59.792746,66146.0,0.0198340336482072,8500,9811.941989694316,1500,-188.0580103056848,0,-188.05801030568543,-12.537200687045695,75627.58169141167,3
2026-06-03T23:05:39.742370,64613.25,0.0198340336482072,8500,9781.541374620025,1500,-218.4586253799744,0,-218.45862537997527,-14.563908358665016,75627.58169141167,3
2026-06-04T22:21:41.172632,63312.38,0.0198340336482072,8500,9755.739875268082,1500,-244.2601247319176,0,-244.26012473191804,-16.2840083154612,75627.58169141167,3
2026-06-05T22:14:53.560564,61346.81,0.0198340336482072,8500,9716.754693750176,1500,-283.24530624982435,0,-283.24530624982435,-18.88302041665496,75627.58169141167,3
2026-06-06T22:02:52.577325,60768.45,0.0198340336482072,8500,9705.2834820494,1500,-294.7165179506014,0,-294.716517950601,-19.6477678633734,75627.58169141167,3
2026-06-07T22:04:19.603375,61789.32,0.0198340336482072,8500,9725.531451979845,1500,-274.46854802015605,0,-274.46854802015514,-18.29790320134368,75627.58169141167,3
2026-06-08T22:27:07.144879,63308.57,0.0198340336482072,8500,9755.664307599884,1500,-244.3356924001173,0,-244.3356924001164,-16.289046160007757,75627.58169141167,3
2026-06-09T22:23:54.847714,61839.64,0.0198340336482072,8500,9726.52950055302,1500,-273.47049944697847,0,-273.4704994469794,-18.231366629798625,75627.58169141167,3
2026-06-10T22:51:04.935557,61383.6,0.0198340336482072,8500,9717.484387848092,1500,-282.5156121519069,0,-282.5156121519067,-18.834374143460444,75627.58169141167,3
2026-06-11T22:49:57.876617,63443.99,0.0198340336482072,8500,9758.350232436524,1500,-241.6497675634771,0,-241.6497675634764,-16.10998450423176,75627.58169141167,3
2026-06-12T22:25:05.683240,63573.5,0.0198340336482072,8500,9760.918938134302,1500,-239.08106186569785,0,-239.08106186569785,-15.93873745771319,75627.58169141167,3
2026-06-13T22:04:17.918575,64409.09,0.0198340336482072,8500,9777.492058310409,1500,-222.5079416895924,0,-222.50794168959328,-14.83386277930622,75627.58169141167,3
2026-06-14T22:09:27.338581,64997.7,0.0198340336482072,8500,9789.16656885608,1500,-210.8334311439212,0,-210.8334311439212,-14.055562076261412,75627.58169141167,3
2026-06-15T23:03:05.622599,66154.04,0.0198340336482072,8500,9812.101455324846,1500,-187.8985446751533,0,-187.898544675154,-12.526569645010266,75627.58169141167,3
2026-06-16T22:52:58.768762,65675.44,0.0198340336482072,8500,9802.608886820815,1500,-197.3911131791849,0,-197.39111317918469,-13.159407545278976,75627.58169141167,3
2026-06-17T22:45:18.048722,64213.73,0.0198340336482072,8500,9773.617281496894,1500,-226.382718503106,0,-226.382718503106,-15.092181233540394,75627.58169141167,3
2026-06-18T22:55:52.712068,62799.43,0.0198340336482072,8500,9745.566007708234,1500,-254.43399229176543,0,-254.4339922917661,-16.96226615278441,75627.58169141167,3
2026-06-19T22:04:00.935602,62998.87,0.0198340336482072,8500,9749.521707379034,1500,-250.47829262096707,0,-250.4782926209664,-16.69855284139776,75627.58169141167,3
2026-06-20T22:06:53.306174,63951.81,0.0198340336482072,8500,9768.422351403757,1500,-231.57764859624444,0,-231.57764859624515,-15.438509906416344,75627.58169141167,3
2026-06-21T22:15:07.405058,63552.24,0.0198340336482072,8500,9760.49726657894,1500,-239.5027334210588,0,-239.50273342105905,-15.966848894737268,75627.58169141167,3
2026-06-22T22:47:39.426414,63820.11,0.0198340336482072,8500,9765.810209172289,1500,-234.1897908277133,0,-234.1897908277133,-15.612652721847551,75627.58169141167,3
2026-06-23T22:13:12.064645,62638.71,0.0198340336482072,8500,9742.378281820294,1500,-257.62171817970534,0,-257.6217181797056,-17.174781211980374,75627.58169141167,3
2026-06-24T22:17:38.333134,60905.7,0.0198340336482072,8500,9708.005703167615,1500,-291.9942968323851,0,-291.99429683238486,-19.466286455492323,75627.58169141167,3
2026-06-25T22:21:09.440453,59716.3,0.0198340336482072,8500,9684.415103546438,1500,-315.5848964535626,0,-315.58489645356167,-21.03899309690411,75627.58169141167,3
2026-06-26T22:13:02.854234,59796.14,0.0198340336482072,8500,9685.99865279291,1500,-314.0013472070898,0,-314.0013472070896,-20.933423147139305,75627.58169141167,3
2026-06-27T22:02:03.262314,60061.24,0.0198340336482072,8500,9691.25665511305,1500,-308.7433448869501,0,-308.7433448869506,-20.58288965913004,75627.58169141167,3
2026-06-28T22:02:13.011675,59547.31,0.0198340336482072,8500,9681.063350200227,1500,-318.93664979977325,0,-318.93664979977257,-21.26244331998484,75627.58169141167,3
2026-06-29T22:08:12.995928,60321.99,0.0198340336482072,8500,9696.42837938682,1500,-303.57162061318013,0,-303.57162061318013,-20.238108040878675,75627.58169141167,3
2026-06-30T22:14:58.695176,58643.2,0.0198340336482072,8500,9663.131202038549,1500,-336.868797961454,0,-336.8687979614533,-22.457919864096887,75627.58169141167,3
2026-07-01T22:17:19.228181,60753.4,0.0280557957224285,8000,9704.484979842991,2000,-295.5150201570068,0,-295.5150201570068,-14.77575100785034,71286.51847151652,4
2026-07-02T22:05:55.754763,61453.99,0.0280557957224285,8000,9724.140589768169,2000,-275.8594102318307,0,-275.85941023183113,-13.792970511591555,71286.51847151652,4
2026-07-03T22:04:12.269447,62607.17,0.0280557957224285,8000,9756.49397227936,2000,-243.50602772064053,0,-243.5060277206412,-12.17530138603206,71286.51847151652,4
2026-07-04T21:58:30.193453,63270.0,0.0280557957224285,8000,9775.090195358058,2000,-224.90980464194308,0,-224.90980464194217,-11.24549023209711,71286.51847151652,4
2026-07-05T22:01:54.744400,62970.5,0.0280557957224285,8000,9766.68748453919,2000,-233.3125154608104,0,-233.3125154608097,-11.665625773040484,71286.51847151652,4
2026-07-06T22:13:25.946198,64314.18,0.0280557957224285,8000,9804.385496135505,2000,-195.6145038644977,0,-195.61450386449724,-9.780725193224862,71286.51847151652,4
2026-07-07T22:10:45.545181,63375.04,0.0280557957224285,8000,9778.03717614074,2000,-221.96282385925903,0,-221.96282385925952,-11.098141192962975,71286.51847151652,4
2026-07-08T22:04:55.540950,62209.74,0.0280557957224285,8000,9745.343757385395,2000,-254.6562426146052,0,-254.6562426146047,-12.732812130730236,71286.51847151652,4
2026-07-09T22:27:19.298873,63292.56,0.0280557957224285,8000,9775.723134109554,2000,-224.27686589044515,0,-224.2768658904461,-11.213843294522304,71286.51847151652,4
2026-07-10T22:02:35.488779,63979.72,0.0280557957224285,8000,9795.001954698178,2000,-204.9980453018211,0,-204.99804530182155,-10.249902265091078,71286.51847151652,4
2026-07-11T21:49:12.115556,64329.99,0.0280557957224285,8000,9804.829058265874,2000,-195.170941734126,0,-195.17094173412625,-9.758547086706312,71286.51847151652,4
2026-07-12T21:50:18.454098,63910.86,0.0280557957224285,8000,9793.070032604732,2000,-206.9299673952676,0,-206.92996739526825,-10.346498369763411,71286.51847151652,4
2026-07-13T21:56:16.907943,62002.74,0.0280557957224285,8000,9739.536207670852,2000,-260.463792329148,0,-260.4637923291484,-13.02318961645742,71286.51847151652,4
2026-07-14T21:57:51.179773,64641.72,0.0280557957224285,8000,9813.574891466427,2000,-186.4251085335734,0,-186.4251085335727,-9.321255426678636,71286.51847151652,4
2026-07-15T22:00:11.887345,64788.31,0.0280557957224285,8000,9817.687590561378,2000,-182.31240943862247,0,-182.31240943862213,-9.115620471931106,71286.51847151652,4
2026-07-16T22:03:28.464159,64166.52,0.0280557957224285,8000,9800.242777339128,2000,-199.75722266087155,0,-199.7572226608717,-9.98786113304359,71286.51847151652,4
2026-07-17T21:53:54.030213,64041.73,0.0280557957224285,8000,9796.741694590926,2000,-203.25830540907327,0,-203.25830540907373,-10.162915270453686,71286.51847151652,4
2026-07-18T21:51:16.288573,64656.62,0.0280557957224285,8000,9813.99292282269,2000,-186.0070771773092,0,-186.00707717730984,-9.300353858865492,71286.51847151652,4
2026-07-19T21:52:23.079181,64349.96,0.0280557957224285,8000,9805.389332506453,2000,-194.61066749354904,0,-194.61066749354904,-9.730533374677451,71286.51847151652,4
2026-07-20T21:59:38.957196,65240.35,0.0280557957224285,8000,9830.369932459744,2000,-169.63006754025605,0,-169.63006754025628,-8.481503377012814,71286.51847151652,4
2026-07-21T22:03:05.031471,66325.96,0.0280557957224285,8000,9860.82758485397,2000,-139.17241514603006,0,-139.17241514602938,-6.9586207573014685,71286.51847151652,4
2026-07-22T22:03:13.424826,65982.76,0.0280557957224285,8000,9851.198835762032,2000,-148.8011642379679,0,-148.8011642379679,-7.440058211898395,71286.51847151652,4
2026-07-23T22:03:20.021923,65120.2,0.0280557957224285,8000,9826.999028603694,2000,-173.00097139630589,0,-173.00097139630634,-8.650048569815318,71286.51847151652,4
2026-07-24T22:04:03.860523,64076.35,0.0280557957224285,8000,9797.712986238836,2000,-202.28701376116285,0,-202.2870137611626,-10.11435068805813,71286.51847151652,4
2026-07-25T21:55:53.106638,64303.11,0.0280557957224285,8000,9804.074918476856,2000,-195.92508152314485,0,-195.9250815231444,-9.79625407615722,71286.51847151652,4
2026-07-26T21:59:22.131454,64791.11,0.0280557957224285,8000,9817.7661467894,2000,-182.2338532105996,0,-182.2338532106005,-9.111692660530023,71286.51847151652,4
2026-07-27T22:06:20.136718,64628.22,0.0280557957224285,8000,9813.196138224172,2000,-186.8038617758261,0,-186.8038617758266,-9.34019308879133,71286.51847151652,4
2026-07-28T22:04:01.297758,63912.25,0.0280557957224285,8000,9793.109030160787,2000,-206.8909698392133,0,-206.89096983921263,-10.344548491960632,71286.51847151652,4
2026-07-29T22:01:26.372745,63883.73,0.0280557957224285,8000,9792.308878866785,2000,-207.6911211332169,0,-207.6911211332172,-10.38455605666086,71286.51847151652,4
2026-07-30T22:05:10.322656,64740.8,0.0280557957224285,8000,9816.354659706603,2000,-183.6453402933951,0,-183.64534029339484,-9.18226701466974,71286.51847151652,4
2026-07-31T22:05:19.728331,62883.45,0.0280557957224285,8000,9764.245227521553,2000,-235.75477247844788,0,-235.7547724784472,-11.78773862392236,71286.51847151652,4
2026-08-01T21:58:59.534943,62749.76,0.0360159855303258,7500,9759.99444819142,2500,-240.0055518085792,0,-240.0055518085792,-9.600222072343168,69413.62184563772,5
2026-08-02T21:55:51.278496,63521.0,0.0360159855303258,7500,9787.77141687183,2500,-212.2285831281706,0,-212.2285831281697,-8.489143325126788,69413.62184563772,5
2026-08-03T22:08:23.790511,63397.95,0.0360159855303258,7500,9783.339649852322,2500,-216.6603501476775,0,-216.6603501476784,-8.666414005907136,69413.62184563772,5
2026-08-04T22:11:25.084890,64171.2,0.0360159855303258,7500,9811.189010663647,2500,-188.81098933635303,0,-188.8109893363525,-7.552439573454103,69413.62184563772,5
2026-08-05T22:12:33.944786,64654.01,0.0360159855303258,7500,9828.577888637545,2500,-171.42211136245623,0,-171.42211136245533,-6.856884454498213,69413.62184563772,5
2026-08-07T01:00:32.766491,64332.81,0.0360159855303258,7500,9817.009554085203,2500,-182.99044591479696,0,-182.9904459147965,-7.31961783659186,69413.62184563772,5
2026-08-07T21:38:22.765093,64968.14,0.0360159855303258,7500,9839.891590172185,2500,-160.10840982781474,0,-160.1084098278152,-6.404336393112607,69413.62184563772,5
2026-08-08T21:29:00.014411,65004.34,0.0360159855303258,7500,9841.195368848385,2500,-158.8046311516173,0,-158.8046311516173,-6.352185246064692,69413.62184563772,5
2026-08-09T21:31:19.213557,65094.83,0.0360159855303258,7500,9844.454455379022,2500,-155.54554462097758,0,-155.54554462097803,-6.221821784839121,69413.62184563772,5
2026-08-10T21:40:31.942811,64015.04,0.0360159855303258,7500,9805.564754363231,2500,-194.4352456367683,0,-194.4352456367688,-7.777409825470749,69413.62184563772,5
2026-08-11T21:45:53.535268,63610.41,0.0360159855303258,7500,9790.991606138095,2500,-209.0083938619041,0,-209.00839386190447,-8.360335754476182,69413.62184563772,5
2026-08-12T21:43:28.130516,63459.82,0.0360159855303258,7500,9785.567958877084,2500,-214.432041122916,0,-214.4320411229164,-8.577281644916656,69413.62184563772,5
2026-08-13T21:43:45.445234,63406.5,0.0360159855303258,7500,9783.647586528608,2500,-216.352413471393,0,-216.35241347139345,-8.654096538855738,69413.62184563772,5
2026-08-14T21:23:48.369211,62821.49,0.0360159855303258,7500,9762.57787483351,2500,-237.42212516648897,0,-237.42212516648945,-9.496885006659577,69413.62184563772,5
2026-08-15T21:20:22.545237,63035.28,0.0360159855303258,7500,9770.27773238004,2500,-229.72226761996035,0,-229.7222676199599,-9.188890704798396,69413.62184563772,5
2026-08-16T21:19:04.974011,63003.45,0.0360159855303258,7500,9769.13134356061,2500,-230.8686564393911,0,-230.8686564393901,-9.234746257575608,69413.62184563772,5
2026-08-17T21:25:09.876452,64287.22,0.0360159855303258,7500,9815.367585304875,2500,-184.63241469512425,0,-184.63241469512468,-7.385296587804987,69413.62184563772,5
2026-08-18T21:23:23.714778,64572.87,0.0360159855303258,7500,9825.655551571614,2500,-174.34444842838684,0,-174.3444484283864,-6.973777937135456,69413.62184563772,5
2026-08-19T21:24:22.697802,69601.61,0.0360159855303258,7500,10006.770578647383,2500,6.7705786473843546,0,6.770578647385264,0.2708231458954105,69413.62184563772,5
2026-08-20T21:27:04.797949,72722.95,0.0360159855303258,7500,10119.188714922611,2500,119.18871492261133,0,119.18871492261133,4.767548596904453,69413.62184563772,5
2026-08-21T21:23:32.274916,77796.76,0.0360159855303258,7500,10301.926982466231,2500,301.9269824662342,0,301.9269824662333,12.077079298649332,69413.62184563772,5
2026-08-22T21:20:43.855098,77208.42,0.0360159855303258,7500,10280.737337539322,2500,280.7373375393222,0,280.73733753932174,11.22949350157287,69413.62184563772,5
2026-08-23T21:21:08.895037,77993.74,0.0360159855303258,7500,10309.021411295998,2500,309.02141129599795,0,309.0214112959984,12.360856451839936,69413.62184563772,5
2026-08-24T21:27:46.373428,78896.33,0.0360159855303258,7500,10341.529079675816,2500,341.5290796758145,0,341.5290796758145,13.66116318703258,69413.62184563772,5
2026-08-25T21:27:22.647021,78383.07,0.0360159855303258,7500,10323.04351494252,2500,323.0435149425198,0,323.0435149425193,12.921740597700774,69413.62184563772,5
2026-08-27T00:29:12.784985,78872.36,0.0360159855303258,7500,10340.665776502652,2500,340.66577650265253,0,340.6657765026521,13.626631060106083,69413.62184563772,5
2026-08-28T05:07:32.303737,79665.0,0.0360159855303258,7500,10369.21348727341,2500,369.21348727341,0,369.2134872734096,14.768539490936384,69413.62184563772,5
2026-08-29T03:05:11.745115,77699.49,0.0360159855303258,7500,10298.423707553698,2500,298.4237075536994,0,298.4237075536985,11.936948302147938,69413.62184563772,5
2026-08-29T22:59:55.139533,78219.9,0.0360159855303258,7500,10317.166786583535,2500,317.1667865835361,0,317.16678658353703,12.68667146334148,69413.62184563772,5
2026-08-30T23:13:30.583522,78376.93,0.0360159855303258,7500,10322.822376791362,2500,322.82237679136324,0,322.8223767913624,12.912895071654493,69413.62184563772,5
2026-09-01T00:24:03.945955,78818.4,0.04235333822969556,7000,10338.222353923436,3000,338.222353923436,0,338.22235392343646,11.274078464114549,70832.66928642201,6
